Run,Assay Type,AvgSpotLen,LibraryLayout,BioProject,Instrument,Cultivar,Sample Name,Organism,tissue,tissue PO,tissue PO name,Age,stage,stage PO,stage PO name,treatment,environmental ontology,environmental ontology name,replicate,comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5345004,RNA-Seq,200,PAIRED,PRJNA378723,Illumina HiSeq 2500,Maritime,Maritime,Hordeum vulgare subsp. vulgare,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5345005,RNA-Seq,200,PAIRED,PRJNA378723,Illumina HiSeq 2500,Igri,Igri,Hordeum vulgare subsp. vulgare,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5345006,RNA-Seq,302,PAIRED,PRJNA378723,Illumina HiSeq 2500,I 5,I5,Hordeum vulgare subsp. vulgare,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5345007,RNA-Seq,200,PAIRED,PRJNA378723,Illumina HiSeq 2500,I 5,I5,Hordeum vulgare subsp. vulgare,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5345008,RNA-Seq,302,PAIRED,PRJNA378723,Illumina HiSeq 2500,HOR 1428,HOR1428,Hordeum vulgare subsp. vulgare,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5345009,RNA-Seq,200,PAIRED,PRJNA378723,Illumina HiSeq 2500,HOR 1428,HOR1428,Hordeum vulgare subsp. vulgare,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5345010,RNA-Seq,200,PAIRED,PRJNA378723,Illumina HiSeq 2500,Hindmarsh,Hindmarsh,Hordeum vulgare subsp. vulgare,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5345011,RNA-Seq,200,PAIRED,PRJNA378723,Illumina HiSeq 2500,Hindmarsh,Hindmarsh,Hordeum vulgare subsp. vulgare,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5345012,RNA-Seq,302,PAIRED,PRJNA378723,Illumina HiSeq 2500,Heils Franken,HeilsFranken,Hordeum vulgare subsp. vulgare,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5345013,RNA-Seq,302,PAIRED,PRJNA378723,Illumina HiSeq 2500,Heils Franken,HeilsFranken,Hordeum vulgare subsp. vulgare,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5345014,RNA-Seq,302,PAIRED,PRJNA378723,Illumina HiSeq 2500,Grannenlose Zweizeilige,GrannenloseZweizeilige,Hordeum vulgare subsp. vulgare,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5345015,RNA-Seq,200,PAIRED,PRJNA378723,Illumina HiSeq 2500,Grannenlose Zweizeilige,GrannenloseZweizeilige,Hordeum vulgare subsp. vulgare,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5345016,RNA-Seq,302,PAIRED,PRJNA378723,Illumina HiSeq 2500,Golden Promise,GoldenPromise,Hordeum vulgare subsp. vulgare,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5345017,RNA-Seq,300,PAIRED,PRJNA378723,Illumina HiSeq 2500,Golden Promise,GoldenPromise,Hordeum vulgare subsp. vulgare,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5345018,RNA-Seq,302,PAIRED,PRJNA378723,Illumina HiSeq 2500,Fong Tien,FongTien,Hordeum vulgare subsp. vulgare,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5345019,RNA-Seq,302,PAIRED,PRJNA378723,Illumina HiSeq 2500,Fong Tien,FongTien,Hordeum vulgare subsp. vulgare,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5345020,RNA-Seq,200,PAIRED,PRJNA378723,Illumina HiSeq 2500,Finniss,Finniss,Hordeum vulgare subsp. vulgare,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5345021,RNA-Seq,302,PAIRED,PRJNA378723,Illumina HiSeq 2500,Finniss,Finniss,Hordeum vulgare subsp. vulgare,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5345022,RNA-Seq,200,PAIRED,PRJNA378723,Illumina HiSeq 2500,Emir,Emir,Hordeum vulgare subsp. vulgare,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5345023,RNA-Seq,302,PAIRED,PRJNA378723,Illumina HiSeq 2500,Emir,Emir,Hordeum vulgare subsp. vulgare,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5345024,RNA-Seq,200,PAIRED,PRJNA378723,Illumina HiSeq 2500,Duplex,Duplex,Hordeum vulgare subsp. vulgare,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5345025,RNA-Seq,302,PAIRED,PRJNA378723,Illumina HiSeq 2500,Duplex,Duplex,Hordeum vulgare subsp. vulgare,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5345026,RNA-Seq,302,PAIRED,PRJNA378723,Illumina HiSeq 2500,Commander,Commander,Hordeum vulgare subsp. vulgare,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5345027,RNA-Seq,200,PAIRED,PRJNA378723,Illumina HiSeq 2500,Commander,Commander,Hordeum vulgare subsp. vulgare,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5345028,RNA-Seq,302,PAIRED,PRJNA378723,Illumina HiSeq 2500,CI 16139,CI16139,Hordeum vulgare subsp. vulgare,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5345029,RNA-Seq,200,PAIRED,PRJNA378723,Illumina HiSeq 2500,CI 16139,CI16139,Hordeum vulgare subsp. vulgare,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5345030,RNA-Seq,200,PAIRED,PRJNA378723,Illumina HiSeq 2500,Bowman,Bowman,Hordeum vulgare subsp. vulgare,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5345031,RNA-Seq,200,PAIRED,PRJNA378723,Illumina HiSeq 2500,Bowman,Bowman,Hordeum vulgare subsp. vulgare,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5345032,RNA-Seq,200,PAIRED,PRJNA378723,Illumina HiSeq 2500,Betzes,Betzes,Hordeum vulgare subsp. vulgare,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5345033,RNA-Seq,200,PAIRED,PRJNA378723,Illumina HiSeq 2500,BCD47,BCD47,Hordeum vulgare subsp. vulgare,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5345034,RNA-Seq,200,PAIRED,PRJNA378723,Illumina HiSeq 2500,BCD12,BCD12,Hordeum vulgare subsp. vulgare,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5345035,RNA-Seq,200,PAIRED,PRJNA378723,Illumina HiSeq 2500,Baronesse,Baronesse,Hordeum vulgare subsp. vulgare,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5345036,RNA-Seq,200,PAIRED,PRJNA378723,Illumina HiSeq 2500,Barke,Barke,Hordeum vulgare subsp. vulgare,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5345037,RNA-Seq,200,PAIRED,PRJNA378723,Illumina HiSeq 2500,Barke,Barke,Hordeum vulgare subsp. vulgare,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5452097,RNA-Seq,499,PAIRED,PRJNA382490,Illumina HiSeq 2000,Morex,80Cd05R,Hordeum vulgare,roots,PO:0009005,root,7 days,seedling,PO:0007131,seedling development stage,80 µM Cd,EO:0007309,cadmium treatment ,biological replicate 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5452098,RNA-Seq,497,PAIRED,PRJNA382490,Illumina HiSeq 2000,Morex,80Cd05S,Hordeum vulgare,shoots,PO:0025029,shoot axis,7 days,seedling,PO:0007131,seedling development stage,80 µM Cd,EO:0007309,cadmium treatment ,biological replicate 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5452099,RNA-Seq,499,PAIRED,PRJNA382490,Illumina HiSeq 2000,Morex,80Cd04R,Hordeum vulgare,roots,PO:0009005,root,7 days,seedling,PO:0007131,seedling development stage,80 µM Cd,EO:0007309,cadmium treatment ,biological replicate 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5452100,RNA-Seq,499,PAIRED,PRJNA382490,Illumina HiSeq 2000,Morex,80Cd04S,Hordeum vulgare,shoots,PO:0025029,shoot axis,7 days,seedling,PO:0007131,seedling development stage,80 µM Cd,EO:0007309,cadmium treatment ,biological replicate 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5452101,RNA-Seq,498,PAIRED,PRJNA382490,Illumina HiSeq 2000,Morex,80Cd03R,Hordeum vulgare,roots,PO:0009005,root,7 days,seedling,PO:0007131,seedling development stage,80 µM Cd,EO:0007309,cadmium treatment ,biological replicate 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5452102,RNA-Seq,499,PAIRED,PRJNA382490,Illumina HiSeq 2000,Morex,80Cd03S,Hordeum vulgare,shoots,PO:0025029,shoot axis,7 days,seedling,PO:0007131,seedling development stage,80 µM Cd,EO:0007309,cadmium treatment ,biological replicate 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5452103,RNA-Seq,499,PAIRED,PRJNA382490,Illumina HiSeq 2000,Morex,0Cd03R,Hordeum vulgare,roots,PO:0009005,root,7 days,seedling,PO:0007131,seedling development stage,control Cd,EO:0001062,control treatment,biological replicate 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5452104,RNA-Seq,499,PAIRED,PRJNA382490,Illumina HiSeq 2000,Morex,0Cd03S,Hordeum vulgare,shoots,PO:0025029,shoot axis,7 days,seedling,PO:0007131,seedling development stage,control Cd,EO:0001062,control treatment,biological replicate 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5452105,RNA-Seq,494,PAIRED,PRJNA382490,Illumina HiSeq 2000,Morex,0Cd02R,Hordeum vulgare,roots,PO:0009005,root,7 days,seedling,PO:0007131,seedling development stage,control Cd,EO:0001062,control treatment,biological replicate 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5452106,RNA-Seq,495,PAIRED,PRJNA382490,Illumina HiSeq 2000,Morex,0Cd02S,Hordeum vulgare,shoots,PO:0025029,shoot axis,7 days,seedling,PO:0007131,seedling development stage,control Cd,EO:0001062,control treatment,biological replicate 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5452107,RNA-Seq,300,PAIRED,PRJNA382490,Illumina HiSeq 2000,Morex,0Cd01R,Hordeum vulgare,roots,PO:0009005,root,7 days,seedling,PO:0007131,seedling development stage,control Cd,EO:0001062,control treatment,biological replicate 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5452108,RNA-Seq,492,PAIRED,PRJNA382490,Illumina HiSeq 2000,Morex,0Cd01S,Hordeum vulgare,shoots,PO:0025029,shoot axis,7 days,seedling,PO:0007131,seedling development stage,control Cd,EO:0001062,control treatment,biological replicate 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5452109,RNA-Seq,491,PAIRED,PRJNA382490,Illumina HiSeq 2000,Morex,570Zn07R,Hordeum vulgare,roots,PO:0009005,root,7 days,seedling,PO:0007131,seedling development stage,570 µM Zn,EO:0007309,zinc nutrient regimen ,biological replicate 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5452110,RNA-Seq,485,PAIRED,PRJNA382490,Illumina HiSeq 2000,Morex,570Zn07S,Hordeum vulgare,shoots,PO:0025029,shoot axis,7 days,seedling,PO:0007131,seedling development stage,570 µM Zn,EO:0007309,zinc nutrient regimen ,biological replicate 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5452111,RNA-Seq,499,PAIRED,PRJNA382490,Illumina HiSeq 2000,Morex,570Zn04R,Hordeum vulgare,roots,PO:0009005,root,7 days,seedling,PO:0007131,seedling development stage,570 µM Zn,EO:0007309,zinc nutrient regimen ,biological replicate 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5452112,RNA-Seq,493,PAIRED,PRJNA382490,Illumina HiSeq 2000,Morex,570Zn04S,Hordeum vulgare,shoots,PO:0025029,shoot axis,7 days,seedling,PO:0007131,seedling development stage,570 µM Zn,EO:0007309,zinc nutrient regimen ,biological replicate 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5452113,RNA-Seq,491,PAIRED,PRJNA382490,Illumina HiSeq 2000,Morex,570Zn02R,Hordeum vulgare,roots,PO:0009005,root,7 days,seedling,PO:0007131,seedling development stage,570 µM Zn,EO:0007309,zinc nutrient regimen ,biological replicate 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5452114,RNA-Seq,490,PAIRED,PRJNA382490,Illumina HiSeq 2000,Morex,570Zn02S,Hordeum vulgare,shoots,PO:0025029,shoot axis,7 days,seedling,PO:0007131,seedling development stage,570 µM Zn,EO:0007309,zinc nutrient regimen ,biological replicate 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5452115,RNA-Seq,495,PAIRED,PRJNA382490,Illumina HiSeq 2000,Morex,0Zn07R,Hordeum vulgare,roots,PO:0009005,root,7 days,seedling,PO:0007131,seedling development stage,control Zn,EO:0001062,control treatment,biological replicate 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5452116,RNA-Seq,494,PAIRED,PRJNA382490,Illumina HiSeq 2000,Morex,0Zn07S,Hordeum vulgare,shoots,PO:0025029,shoot axis,7 days,seedling,PO:0007131,seedling development stage,control Zn,EO:0001062,control treatment,biological replicate 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5452117,RNA-Seq,499,PAIRED,PRJNA382490,Illumina HiSeq 2000,Morex,0Zn05R,Hordeum vulgare,roots,PO:0009005,root,7 days,seedling,PO:0007131,seedling development stage,control Zn,EO:0001062,control treatment,biological replicate 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5452118,RNA-Seq,493,PAIRED,PRJNA382490,Illumina HiSeq 2000,Morex,0Zn05S,Hordeum vulgare,shoots,PO:0025029,shoot axis,7 days,seedling,PO:0007131,seedling development stage,control Zn,EO:0001062,control treatment,biological replicate 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5452119,RNA-Seq,494,PAIRED,PRJNA382490,Illumina HiSeq 2000,Morex,0Zn03R,Hordeum vulgare,roots,PO:0009005,root,7 days,seedling,PO:0007131,seedling development stage,control Zn,EO:0001062,control treatment,biological replicate 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5452120,RNA-Seq,499,PAIRED,PRJNA382490,Illumina HiSeq 2000,Morex,0Zn03S,Hordeum vulgare,shoots,PO:0025029,shoot axis,7 days,seedling,PO:0007131,seedling development stage,control Zn,EO:0001062,control treatment,biological replicate 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5452121,RNA-Seq,497,PAIRED,PRJNA382490,Illumina HiSeq 2000,Morex,50Cu03R,Hordeum vulgare,roots,PO:0009005,root,7 days,seedling,PO:0007131,seedling development stage,50 µM Cu,EO:0007261,copper nutrient regimen ,biological replicate 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5452122,RNA-Seq,496,PAIRED,PRJNA382490,Illumina HiSeq 2000,Morex,50Cu03S,Hordeum vulgare,shoots,PO:0025029,shoot axis,7 days,seedling,PO:0007131,seedling development stage,50 µM Cu,EO:0007261,copper nutrient regimen ,biological replicate 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5452123,RNA-Seq,498,PAIRED,PRJNA382490,Illumina HiSeq 2000,Morex,50Cu02R,Hordeum vulgare,roots,PO:0009005,root,7 days,seedling,PO:0007131,seedling development stage,50 µM Cu,EO:0007261,copper nutrient regimen ,biological replicate 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5452124,RNA-Seq,494,PAIRED,PRJNA382490,Illumina HiSeq 2000,Morex,50Cu02S,Hordeum vulgare,shoots,PO:0025029,shoot axis,7 days,seedling,PO:0007131,seedling development stage,50 µM Cu,EO:0007261,copper nutrient regimen ,biological replicate 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5452125,RNA-Seq,493,PAIRED,PRJNA382490,Illumina HiSeq 2000,Morex,50Cu01R,Hordeum vulgare,roots,PO:0009005,root,7 days,seedling,PO:0007131,seedling development stage,50 µM Cu,EO:0007261,copper nutrient regimen ,biological replicate 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5452126,RNA-Seq,180,PAIRED,PRJNA382490,Illumina HiSeq 2000,Morex,50Cu01S,Hordeum vulgare,shoots,PO:0025029,shoot axis,7 days,seedling,PO:0007131,seedling development stage,50 µM Cu,EO:0007261,copper nutrient regimen ,biological replicate 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5452127,RNA-Seq,250,PAIRED,PRJNA382490,Illumina HiSeq 2000,Morex,0Cu10R,Hordeum vulgare,roots,PO:0009005,root,7 days,seedling,PO:0007131,seedling development stage,control Cu,EO:0001062,control treatment,biological replicate 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5452128,RNA-Seq,250,PAIRED,PRJNA382490,Illumina HiSeq 2000,Morex,0Cu10S,Hordeum vulgare,shoots,PO:0025029,shoot axis,7 days,seedling,PO:0007131,seedling development stage,control Cu,EO:0001062,control treatment,biological replicate 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5452129,RNA-Seq,250,PAIRED,PRJNA382490,Illumina HiSeq 2000,Morex,0Cu05R,Hordeum vulgare,roots,PO:0009005,root,7 days,seedling,PO:0007131,seedling development stage,control Cu,EO:0001062,control treatment,biological replicate 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5452130,RNA-Seq,250,PAIRED,PRJNA382490,Illumina HiSeq 2000,Morex,0Cu05S,Hordeum vulgare,shoots,PO:0025029,shoot axis,7 days,seedling,PO:0007131,seedling development stage,control Cu,EO:0001062,control treatment,biological replicate 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5452131,RNA-Seq,250,PAIRED,PRJNA382490,Illumina HiSeq 2000,Morex,0Cu04R,Hordeum vulgare,roots,PO:0009005,root,7 days,seedling,PO:0007131,seedling development stage,control Cu,EO:0001062,control treatment,biological replicate 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5452132,RNA-Seq,250,PAIRED,PRJNA382490,Illumina HiSeq 2000,Morex,0Cu04S,Hordeum vulgare,shoots,PO:0025029,shoot axis,7 days,seedling,PO:0007131,seedling development stage,control Cu,EO:0001062,control treatment,biological replicate 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5759408,RNA-Seq,250,PAIRED,PRJNA392021,Illumina HiSeq 2000,Lockyer//AWCS276/AWCS080,2_C2,Hordeum vulgare,leaf tissue,PO:0025034,leaf,4 days post germination,seedlings,PO:0007131,seedling development stage,Fusarium crown rot,EO:0007341,Fusarium treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5759409,RNA-Seq,250,PAIRED,PRJNA392021,Illumina HiSeq 2000,Lockyer//AWCS276/AWCS079,1_C1,Hordeum vulgare,leaf tissue,PO:0025034,leaf,4 days post germination,seedlings,PO:0007131,seedling development stage,Fusarium crown rot,EO:0007341,Fusarium treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5759410,RNA-Seq,202,PAIRED,PRJNA392021,Illumina HiSeq 2000,Lockyer//AWCS276/AWCS082,4_C4,Hordeum vulgare,leaf tissue,PO:0025034,leaf,4 days post germination,seedlings,PO:0007131,seedling development stage,Fusarium crown rot,EO:0007341,Fusarium treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5759411,RNA-Seq,202,PAIRED,PRJNA392021,Illumina HiSeq 2000,Lockyer//AWCS276/AWCS081,3_C3,Hordeum vulgare,leaf tissue,PO:0025034,leaf,4 days post germination,seedlings,PO:0007131,seedling development stage,Fusarium crown rot,EO:0007341,Fusarium treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5759412,RNA-Seq,202,PAIRED,PRJNA392021,Illumina HiSeq 2000,Lockyer//AWCS276/AWCS084,6_C6,Hordeum vulgare,leaf tissue,PO:0025034,leaf,4 days post germination,seedlings,PO:0007131,seedling development stage,Fusarium crown rot,EO:0007341,Fusarium treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5759413,RNA-Seq,202,PAIRED,PRJNA392021,Illumina HiSeq 2000,Lockyer//AWCS276/AWCS083,5_C5,Hordeum vulgare,leaf tissue,PO:0025034,leaf,4 days post germination,seedlings,PO:0007131,seedling development stage,Fusarium crown rot,EO:0007341,Fusarium treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5759414,RNA-Seq,202,PAIRED,PRJNA392021,Illumina HiSeq 2000,Lockyer//AWCS276/AWCS086,8_C8,Hordeum vulgare,leaf tissue,PO:0025034,leaf,4 days post germination,seedlings,PO:0007131,seedling development stage,Fusarium crown rot,EO:0007341,Fusarium treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5759415,RNA-Seq,202,PAIRED,PRJNA392021,Illumina HiSeq 2000,Lockyer//AWCS276/AWCS085,7_C7,Hordeum vulgare,leaf tissue,PO:0025034,leaf,4 days post germination,seedlings,PO:0007131,seedling development stage,,,NIL_CR4HL_2 S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5759416,RNA-Seq,202,PAIRED,PRJNA392021,Illumina HiSeq 2000,Lockyer//AWCS276/AWCS088,25_F2,Hordeum vulgare,leaf tissue,PO:0025034,leaf,4 days post germination,seedlings,PO:0007131,seedling development stage,Fusarium crown rot,EO:0007341,Fusarium treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5759417,RNA-Seq,202,PAIRED,PRJNA392021,Illumina HiSeq 2000,Lockyer//AWCS276/AWCS087,19_F1,Hordeum vulgare,leaf tissue,PO:0025034,leaf,4 days post germination,seedlings,PO:0007131,seedling development stage,Fusarium crown rot,EO:0007341,Fusarium treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5759418,RNA-Seq,202,PAIRED,PRJNA392021,Illumina HiSeq 2000,Lockyer//AWCS276/AWCS110,24_F24,Hordeum vulgare,leaf tissue,PO:0025034,leaf,4 days post germination,seedlings,PO:0007131,seedling development stage,Fusarium crown rot,EO:0007341,Fusarium treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
